response_variable_name	database_identifier	database_namespace	treatment	signal_intensity
POLD1	P28340	uniprot	Control 10h_3	12.07502302
ACY1	Q03154	uniprot	Control 10h_3	10.88251836
SCCPDH	Q8NBX0	uniprot	Control 10h_3	4.9883945569999995
TMEM33	P57088	uniprot	Control 10h_3	28.96425846
SPCS3	P61009	uniprot	Control 10h_3	16.69918809
SRA1	Q9HD15	uniprot	Control 10h_3	17.76326131
GOPC	Q9HD26	uniprot	Control 10h_3	14.678177100000001
GLO1	Q04760	uniprot	Control 10h_3	6.1466110270000005
RPL28	P46779	uniprot	Control 10h_3	15.43509108
GOLIM4	O00461	uniprot	Control 10h_3	2.776610572
ELOVL5	Q9NYP7	uniprot	Control 10h_3	10.08983702
ZC3H15	Q8WU90	uniprot	Control 10h_3	18.32272605
SAR1B	Q9Y6B6	uniprot	Control 10h_3	5.040681223
MAGT1	Q9H0U3	uniprot	Control 10h_3	0.0
MBOAT7	Q96N66	uniprot	Control 10h_3	15.42649298
HDAC2	Q92769	uniprot	Control 10h_3	18.06127781
RAB14	P61106	uniprot	Control 10h_3	10.60774606
THOC3	Q96J01	uniprot	Control 10h_3	17.60933436
COX20	Q5RI15	uniprot	Control 10h_3	16.3202548
EEF1E1	O43324	uniprot	Control 10h_3	18.12865608
PSMD5	Q16401	uniprot	Control 10h_3	2.1295318780000003
PML	P29590	uniprot	Control 10h_3	13.97369261
PGM1	P36871	uniprot	Control 10h_3	21.40876801
AIP	O00170	uniprot	Control 10h_3	11.23836033
PIN1	Q13526	uniprot	Control 10h_3	7.383146523
ANLN	Q9NQW6	uniprot	Control 10h_3	9.30363518
PRDX5	P30044	uniprot	Control 10h_3	21.58941119
ATP6V1C1	P21283	uniprot	Control 10h_3	19.92152668
TRA2A	Q13595	uniprot	Control 10h_3	8.082753909
MAD1L1	Q9Y6D9	uniprot	Control 10h_3	27.19822221
RHOC	P08134	uniprot	Control 10h_3	8.780953934
ZNF622	Q969S3	uniprot	Control 10h_3	15.68627117
H2AFY	O75367	uniprot	Control 10h_3	37.07864197
C12orf5; TIGAR	Q9NQ88	uniprot	Control 10h_3	10.15543654
USMG5	Q96IX5	uniprot	Control 10h_3	4.724956906
MRPS23	Q9Y3D9	uniprot	Control 10h_3	11.93839496
MLEC	Q14165	uniprot	Control 10h_3	11.69242157
CAPNS1	P04632	uniprot	Control 10h_3	9.693941683
PSMB8	P28062	uniprot	Control 10h_3	14.35559776
GLUL	P15104	uniprot	Control 10h_3	14.41905011
ARPC1B	O15143	uniprot	Control 10h_3	6.308751486
FN3K	Q9H479	uniprot	Control 10h_3	12.96902434
TOP2A	P11388	uniprot	Control 10h_3	13.81579609
XRN2	Q9H0D6	uniprot	Control 10h_3	18.84185841
DSG2	Q14126	uniprot	Control 10h_3	9.979106687
LASP1	Q14847	uniprot	Control 10h_3	1.74084295
CRIPT	Q9P021	uniprot	Control 10h_3	4.634591895
PSME1	Q06323	uniprot	Control 10h_3	18.87309791
EMC8	O43402	uniprot	Control 10h_3	13.54280515
UGT1A6	P19224	uniprot	Control 10h_3	3.78758189
PPP6R3	Q5H9R7	uniprot	Control 10h_3	0.0
AP1G1	O43747	uniprot	Control 10h_3	9.784448103999999
MOV10	Q9HCE1	uniprot	Control 10h_3	6.561602744
NUP43	Q8NFH3	uniprot	Control 10h_3	12.10108604
TM9SF2	Q99805	uniprot	Control 10h_3	1.210005056
SDC4	P31431	uniprot	Control 10h_3	3.2306000839999998
UBE2H	P62256	uniprot	Control 10h_3	10.94971364
GNPNAT1	Q96EK6	uniprot	Control 10h_3	15.10260446
PDCD11	Q14690	uniprot	Control 10h_3	20.17794727
UQCRB	P14927	uniprot	Control 10h_3	14.40621539
LAP3	P28838	uniprot	Control 10h_3	20.17247159
CHKA	P35790	uniprot	Control 10h_3	12.00353062
PPP6C	O00743	uniprot	Control 10h_3	15.4887365
SSR3	Q9UNL2	uniprot	Control 10h_3	0.0
ECE1	P42892	uniprot	Control 10h_3	16.26967187
METAP1	P53582	uniprot	Control 10h_3	9.823684761
TMEM41B	Q5BJD5	uniprot	Control 10h_3	8.947192466
CAPN2	P17655	uniprot	Control 10h_3	28.63732136
SCARB2	Q14108	uniprot	Control 10h_3	0.33889538399999997
FN3KRP	Q9HA64	uniprot	Control 10h_3	5.69461555
MRPS18B	Q9Y676	uniprot	Control 10h_3	16.64866072
MCCC2	Q9HCC0	uniprot	Control 10h_3	0.199213138
SNRPD3	P62318	uniprot	Control 10h_3	16.72616597
AK4; LOC100507855	P27144	uniprot	Control 10h_3	7.464068322
PARD6G	Q9BYG4	uniprot	Control 10h_3	9.801203218
CTSL; CTSL1	P07711	uniprot	Control 10h_3	4.4128608410000005
UBA5	Q9GZZ9	uniprot	Control 10h_3	6.31355371
Sep-11	Q9NVA2	uniprot	Control 10h_3	22.78518412
TRAPPC3	O43617	uniprot	Control 10h_3	8.94666136
AP1S1	P61966	uniprot	Control 10h_3	10.30462116
MAP4	P27816	uniprot	Control 10h_3	67.54893579
EIF3D	O15371	uniprot	Control 10h_3	27.07394555
SEPW1; SELENOW	P63302	uniprot	Control 10h_3	9.374568078
RPL38	P63173	uniprot	Control 10h_3	0.0
KPNA3	O00505	uniprot	Control 10h_3	8.667188705
DYNC1I2	Q13409	uniprot	Control 10h_3	15.90674922
SF3B3	Q15393	uniprot	Control 10h_3	37.42123089
SVIL	O95425	uniprot	Control 10h_3	9.024471045
MRE11A; MRE11	P49959	uniprot	Control 10h_3	15.24928563
ACP1	P24666	uniprot	Control 10h_3	0.0
BSG	P35613	uniprot	Control 10h_3	2.9409756189999996
PLBD2	Q8NHP8	uniprot	Control 10h_3	41.94756935
APRT	P07741	uniprot	Control 10h_3	14.81469774
CUL4A	Q13619	uniprot	Control 10h_3	14.08221667
RCN2	Q14257	uniprot	Control 10h_3	2.980553965
CASK	O14936	uniprot	Control 10h_3	8.097321059
EIF1AD	Q8N9N8	uniprot	Control 10h_3	5.764711795
DPM1	O60762	uniprot	Control 10h_3	8.935168033
DFNA5; GSDME	O60443	uniprot	Control 10h_3	0.741726845
MORF4L1	Q9UBU8	uniprot	Control 10h_3	13.98232944
ZMPSTE24	O75844	uniprot	Control 10h_3	9.198902216
	Q16822	uniprot	Control 10h_3	8.918654806000001
PAICS	P22234	uniprot	Control 10h_3	55.91041567
RECQL	P46063	uniprot	Control 10h_3	12.08054779
MTHFS	P49914	uniprot	Control 10h_3	14.26849874
RTN4	Q9NQC3	uniprot	Control 10h_3	23.78708661
PRDX6	P30041	uniprot	Control 10h_3	31.58871847
AIMP2	Q13155	uniprot	Control 10h_3	5.659111796
PREPL	Q4J6C6	uniprot	Control 10h_3	9.253102799
MRPL39	Q9NYK5	uniprot	Control 10h_3	11.3972555
NUP160	Q12769	uniprot	Control 10h_3	8.336239362
PELO	Q9BRX2	uniprot	Control 10h_3	2.099748043
NOL6	Q9H6R4	uniprot	Control 10h_3	8.479327508999999
PEX3	P56589	uniprot	Control 10h_3	18.92992143
BAX	Q07812	uniprot	Control 10h_3	10.52057586
ITPR1	Q14643	uniprot	Control 10h_3	21.69430722
NUP153	P49790	uniprot	Control 10h_3	10.32822091
ACOT13	Q9NPJ3	uniprot	Control 10h_3	0.0
ATRX	P46100	uniprot	Control 10h_3	12.09161116
ACSL3	O95573	uniprot	Control 10h_3	0.0
EBP	Q15125	uniprot	Control 10h_3	7.458983605
COX5B	P10606	uniprot	Control 10h_3	6.090342354
RPS24	P62847	uniprot	Control 10h_3	6.332106007999999
BUB3	O43684	uniprot	Control 10h_3	3.3682874419999997
RPL22	P35268	uniprot	Control 10h_3	17.99047075
	P0DTC2	uniprot	Control 10h_3	11.44645022
SEC13	P55735	uniprot	Control 10h_3	4.177288573999999
LMNB2	Q03252	uniprot	Control 10h_3	30.71958467
PRRC2C	Q9Y520	uniprot	Control 10h_3	5.930996909
FLYWCH2	Q96CP2	uniprot	Control 10h_3	4.61885653
UBE2Z	Q9H832	uniprot	Control 10h_3	3.374583597
SAFB	Q15424	uniprot	Control 10h_3	10.93732342
PSME2	Q9UL46	uniprot	Control 10h_3	5.297429157
RAB5B	P61020	uniprot	Control 10h_3	0.0
PAWR	Q96IZ0	uniprot	Control 10h_3	5.233011641
RPS3A	P61247	uniprot	Control 10h_3	21.15628993
ERI1	Q8IV48	uniprot	Control 10h_3	5.667635708
HSBP1	O75506	uniprot	Control 10h_3	9.012975959
H2AFV	Q71UI9	uniprot	Control 10h_3	9.816735032
EXOSC6	Q5RKV6	uniprot	Control 10h_3	13.71043243
DDX39A	O00148	uniprot	Control 10h_3	7.347458757999999
MNAT1	P51948	uniprot	Control 10h_3	5.547828605
TMPO	P42167	uniprot	Control 10h_3	0.36272350600000003
RBM8A; LOC101060541	Q9Y5S9	uniprot	Control 10h_3	9.937492671000001
CDC5L	Q99459	uniprot	Control 10h_3	8.402832055
COPS5	Q92905	uniprot	Control 10h_3	8.355413517999999
PPP2CA	P67775	uniprot	Control 10h_3	6.74860748
COX2	P00403	uniprot	Control 10h_3	2.7445954830000003
TMED2	Q15363	uniprot	Control 10h_3	4.6585288689999995
HMOX2	P30519	uniprot	Control 10h_3	10.25933443
HEATR1	Q9H583	uniprot	Control 10h_3	7.574186975
WDR12	Q9GZL7	uniprot	Control 10h_3	14.29270175
INPPL1	O15357	uniprot	Control 10h_3	10.34875903
DHX36	Q9H2U1	uniprot	Control 10h_3	13.22129056
RPLP2	P05387	uniprot	Control 10h_3	65.59953848
ERGIC3	Q9Y282	uniprot	Control 10h_3	8.126645352
OPTN	Q96CV9	uniprot	Control 10h_3	0.452492403
TIMM13	Q9Y5L4	uniprot	Control 10h_3	20.83805819
FARSB	Q9NSD9	uniprot	Control 10h_3	33.09246648
LEO1	Q8WVC0	uniprot	Control 10h_3	4.480162701
CNPY2	Q9Y2B0	uniprot	Control 10h_3	7.498441238
CISD1	Q9NZ45	uniprot	Control 10h_3	7.133433664
SMCHD1	A6NHR9	uniprot	Control 10h_3	12.27687459
RBMXL1	Q96E39	uniprot	Control 10h_3	4.6793650730000005
SNX2	O60749	uniprot	Control 10h_3	7.55626929
DHX16	O60231	uniprot	Control 10h_3	13.20284119
DLAT	P10515	uniprot	Control 10h_3	8.772304352
TRMT10C	Q7L0Y3	uniprot	Control 10h_3	22.38704937
ATP2A2	P16615	uniprot	Control 10h_3	8.659983194
PTPLAD1; HACD3	Q9P035	uniprot	Control 10h_3	8.494493265
CMBL	Q96DG6	uniprot	Control 10h_3	11.91938531
VAMP7	P51809	uniprot	Control 10h_3	5.5154331889999995
OGFR	Q9NZT2	uniprot	Control 10h_3	14.88087606
RBM42	Q9BTD8	uniprot	Control 10h_3	18.25918651
ECHDC3	Q96DC8	uniprot	Control 10h_3	2.454021035
TOM1	O60784	uniprot	Control 10h_3	4.509472663
CSTB	P04080	uniprot	Control 10h_3	1.148527005
SAFB2	Q14151	uniprot	Control 10h_3	29.90315294
FMR1	Q06787	uniprot	Control 10h_3	5.773339152999999
C12orf10	Q9HB07	uniprot	Control 10h_3	13.36252719
BUD31	P41223	uniprot	Control 10h_3	21.72054552
CERS2	Q96G23	uniprot	Control 10h_3	2.106133141
ATP5H	O75947	uniprot	Control 10h_3	16.29920518
VPS35	Q96QK1	uniprot	Control 10h_3	21.97674491
UBAP1	Q9NZ09	uniprot	Control 10h_3	4.2433369789999995
PLAUR	Q03405	uniprot	Control 10h_3	9.613692925
SFN	P31947	uniprot	Control 10h_3	9.496805383
SNF8	Q96H20	uniprot	Control 10h_3	10.30038101
GPHN	Q9NQX3	uniprot	Control 10h_3	10.07329531
DNAJA1	P31689	uniprot	Control 10h_3	43.104353100000004
MRPL9	Q9BYD2	uniprot	Control 10h_3	10.92874324
BLVRB	P30043	uniprot	Control 10h_3	12.78597427
EFHA1; MICU2	Q8IYU8	uniprot	Control 10h_3	7.0321172270000005
NUP35	Q8NFH5	uniprot	Control 10h_3	12.15487717
NAT14	Q8WUY8	uniprot	Control 10h_3	8.267657609
C6orf211; ARMT1	Q9H993	uniprot	Control 10h_3	5.987811781
MYH14	Q7Z406	uniprot	Control 10h_3	28.6976036
CXADR	P78310	uniprot	Control 10h_3	14.08629398
ASAH1	Q13510	uniprot	Control 10h_3	12.17301633
KPNA6	O60684	uniprot	Control 10h_3	13.77142574
NAGK	Q9UJ70	uniprot	Control 10h_3	3.396204956
SF3B5	Q9BWJ5	uniprot	Control 10h_3	8.033977814
PITPNB	P48739	uniprot	Control 10h_3	6.772962715
TJP2	Q9UDY2	uniprot	Control 10h_3	4.321371677
RALYL	Q86SE5	uniprot	Control 10h_3	14.3103891
FAM129B	Q96TA1	uniprot	Control 10h_3	19.27480523
SNAP23	O00161	uniprot	Control 10h_3	4.766630293
CGGBP1	Q9UFW8	uniprot	Control 10h_3	7.394936738999999
DIAPH1	O60610	uniprot	Control 10h_3	5.622690437
COPG1	Q9Y678	uniprot	Control 10h_3	0.0
SRPRB	Q9Y5M8	uniprot	Control 10h_3	18.81724813
PBXIP1	Q96AQ6	uniprot	Control 10h_3	1.8787386259999999
EEF1B2	P24534	uniprot	Control 10h_3	137.45559530000003
VPS51	Q9UID3	uniprot	Control 10h_3	30.38837814
PNPO	Q9NVS9	uniprot	Control 10h_3	0.613706538
CARM1	Q86X55	uniprot	Control 10h_3	7.946533274
AIG1	Q9NVV5	uniprot	Control 10h_3	3.1465182639999996
CAB39	Q9Y376	uniprot	Control 10h_3	3.985428378
RNF40	O75150	uniprot	Control 10h_3	11.75678827
RSL1D1	O76021	uniprot	Control 10h_3	11.80261399
MRPS6	P82932	uniprot	Control 10h_3	7.421101584
PXN	P49023	uniprot	Control 10h_3	0.046134674
PCYOX1	Q9UHG3	uniprot	Control 10h_3	13.25121928
C16orf91	Q4G0I0	uniprot	Control 10h_3	8.087730601
NNMT	P40261	uniprot	Control 10h_3	9.86489271
PSMA5	P28066	uniprot	Control 10h_3	0.0
FBXO22	Q8NEZ5	uniprot	Control 10h_3	7.3847844920000005
S100A13	Q99584	uniprot	Control 10h_3	5.072317583
PGRMC1	O00264	uniprot	Control 10h_3	1.5174940819999998
DKC1	O60832	uniprot	Control 10h_3	53.74991097
CDC42	P60953	uniprot	Control 10h_3	0.0
XPOT	O43592	uniprot	Control 10h_3	3.83204233
EML3	Q32P44	uniprot	Control 10h_3	5.837406904
NOTCH2	Q04721	uniprot	Control 10h_3	6.328370794
GLB1	P16278	uniprot	Control 10h_3	4.546759648
KPNA2	P52292	uniprot	Control 10h_3	3.5159519930000003
PEBP1	P30086	uniprot	Control 10h_3	50.84946461
RNPS1	Q15287	uniprot	Control 10h_3	2.717685442
TRABD	Q9H4I3	uniprot	Control 10h_3	2.47344046
CHCHD2	Q9Y6H1	uniprot	Control 10h_3	8.658750579
ERBB2IP; ERBIN	Q96RT1	uniprot	Control 10h_3	2.7544648730000003
EIF2B4	Q9UI10	uniprot	Control 10h_3	8.934014606
SLC25A13	Q9UJS0	uniprot	Control 10h_3	20.87156532
SLC25A6	P12236	uniprot	Control 10h_3	18.47866306
TRA2B	P62995	uniprot	Control 10h_3	7.387262785
ACO2	Q99798	uniprot	Control 10h_3	0.0
TPD52	P55327	uniprot	Control 10h_3	10.50362781
LAMTOR1	Q6IAA8	uniprot	Control 10h_3	6.436288885
GOLGA2	Q08379	uniprot	Control 10h_3	0.0
LETM1	O95202	uniprot	Control 10h_3	10.32581966
COQ9	O75208	uniprot	Control 10h_3	7.926054636
EXOC5	O00471	uniprot	Control 10h_3	2.442369092
MYL6	P60660	uniprot	Control 10h_3	9.60403681
RAB33B	Q9H082	uniprot	Control 10h_3	14.35833819
RNF25	Q96BH1	uniprot	Control 10h_3	4.638169046
NDUFB11	Q9NX14	uniprot	Control 10h_3	4.550256092
ENO2	P09104	uniprot	Control 10h_3	3.18614356
SNRPB2	P08579	uniprot	Control 10h_3	9.925010685
PSMD10	O75832	uniprot	Control 10h_3	9.588131494
PSMB5	P28074	uniprot	Control 10h_3	4.530519914
HOOK3	Q86VS8	uniprot	Control 10h_3	8.022742418
MAPK1	P28482	uniprot	Control 10h_3	4.767057933999999
SLC25A40	Q8TBP6	uniprot	Control 10h_3	2.2053814419999997
VAT1	Q99536	uniprot	Control 10h_3	13.40712563
C21orf33; LOC102724023	A0A0B4J2D5	uniprot	Control 10h_3	8.604263821
NT5C2	P49902	uniprot	Control 10h_3	0.62490845
HEATR2; DNAAF5	Q86Y56	uniprot	Control 10h_3	1.423112929
CKAP5	Q14008	uniprot	Control 10h_3	31.91963668
EIF3M	Q7L2H7	uniprot	Control 10h_3	10.75532191
CNBP	P62633	uniprot	Control 10h_3	6.474216072000001
SFXN1	Q9H9B4	uniprot	Control 10h_3	0.0
CRAT	P43155	uniprot	Control 10h_3	7.139279186
NACC1	Q96RE7	uniprot	Control 10h_3	3.706442426
PNO1	Q9NRX1	uniprot	Control 10h_3	11.012561
FBLN1	P23142	uniprot	Control 10h_3	9.320098807
ALG1	Q9BT22	uniprot	Control 10h_3	7.079831791
NUFIP2	Q7Z417	uniprot	Control 10h_3	13.43195066
RAD21	O60216	uniprot	Control 10h_3	4.003758817
GNB2	P62879	uniprot	Control 10h_3	9.45099875
SNX3	O60493	uniprot	Control 10h_3	5.712285764
PRMT3	O60678	uniprot	Control 10h_3	5.403331197000001
RHOA	P61586	uniprot	Control 10h_3	8.551040315
CKS2	P33552	uniprot	Control 10h_3	4.8662419
	Q15154	uniprot	Control 10h_3	2.50539778
PSMC4	P43686	uniprot	Control 10h_3	18.34142762
BRK1	Q8WUW1	uniprot	Control 10h_3	11.0880377
TIMM23	O14925	uniprot	Control 10h_3	15.47274641
CLTC	Q00610	uniprot	Control 10h_3	0.0
RBM4	Q9BWF3	uniprot	Control 10h_3	7.1348618120000005
HK2	P52789	uniprot	Control 10h_3	24.20603503
RAB18	Q9NP72	uniprot	Control 10h_3	2.285350551
RCC1	P18754	uniprot	Control 10h_3	0.0
ACO1	P21399	uniprot	Control 10h_3	0.0
NFS1	Q9Y697	uniprot	Control 10h_3	10.65185046
NSF	P46459	uniprot	Control 10h_3	13.64956557
ERGIC1	Q969X5	uniprot	Control 10h_3	17.84318074
DNAJC3	Q13217	uniprot	Control 10h_3	9.345507038
WBP11	Q9Y2W2	uniprot	Control 10h_3	14.96310899
MRPL53	Q96EL3	uniprot	Control 10h_3	10.96606546
NDUFA10	O95299	uniprot	Control 10h_3	7.67472565
GNPDA1	P46926	uniprot	Control 10h_3	9.378936285
PITRM1	Q5JRX3	uniprot	Control 10h_3	13.53714961
NDUFA13	Q9P0J0	uniprot	Control 10h_3	11.08306403
ARMC1	Q9NVT9	uniprot	Control 10h_3	10.52419373
ASNS	P08243	uniprot	Control 10h_3	5.6976503979999995
PCMT1	P22061	uniprot	Control 10h_3	3.929426477
	P0DTC8	uniprot	Control 10h_3	5.5376066360000005
C12orf23; TMEM263	Q8WUH6	uniprot	Control 10h_3	3.93520822
C15orf40	Q8WUR7	uniprot	Control 10h_3	0.874910037
RDH11	Q8TC12	uniprot	Control 10h_3	3.162274125
	Q9Y679	uniprot	Control 10h_3	2.3504662990000003
PSMA7	O14818	uniprot	Control 10h_3	40.05618265
MCM4	P33991	uniprot	Control 10h_3	48.97547032
C15orf38; ARPIN	Q7Z6K5	uniprot	Control 10h_3	5.300076836000001
RPL7L1	Q6DKI1	uniprot	Control 10h_3	6.816208204
SRP19	P09132	uniprot	Control 10h_3	5.365098846
NDUFB5	O43674	uniprot	Control 10h_3	0.0
CTDSPL2	Q05D32	uniprot	Control 10h_3	12.46071252
CPSF3	Q9UKF6	uniprot	Control 10h_3	0.0
ARPP19	P56211	uniprot	Control 10h_3	3.4793136419999997
NDUFS4	O43181	uniprot	Control 10h_3	5.046678975
PSMA3	P25788	uniprot	Control 10h_3	1.888723551
GADD45GIP1	Q8TAE8	uniprot	Control 10h_3	6.970775884
CCDC6	Q16204	uniprot	Control 10h_3	6.846427672999999
SNRNP40	Q96DI7	uniprot	Control 10h_3	6.889885496000001
SARNP	P82979	uniprot	Control 10h_3	0.0
ISG15	P05161	uniprot	Control 10h_3	0.0
CDK5RAP3	Q96JB5	uniprot	Control 10h_3	4.942818747
CBX1	P83916	uniprot	Control 10h_3	14.18605262
RRP12	Q5JTH9	uniprot	Control 10h_3	3.423630627
NDUFB1	O75438	uniprot	Control 10h_3	15.51122646
LRRC47	Q8N1G4	uniprot	Control 10h_3	15.04329337
IVNS1ABP	Q9Y6Y0	uniprot	Control 10h_3	2.736325167
ABHD14B	Q96IU4	uniprot	Control 10h_3	3.635761335
AKR1C2	P52895	uniprot	Control 10h_3	5.773483809
TFAM	Q00059	uniprot	Control 10h_3	14.57845304
PSME3	P61289	uniprot	Control 10h_3	26.65916294
TRNT1	Q96Q11	uniprot	Control 10h_3	5.4948552
LMF2	Q9BU23	uniprot	Control 10h_3	6.372270284
SH3PXD2B	A1X283	uniprot	Control 10h_3	9.780053432999999
PSMD9	O00233	uniprot	Control 10h_3	0.0
TOR1AIP2	Q8NFQ8	uniprot	Control 10h_3	0.659929771
MMAB	Q96EY8	uniprot	Control 10h_3	2.627114127
EDIL3	O43854	uniprot	Control 10h_3	13.50687352
DUSP3	P51452	uniprot	Control 10h_3	15.43104941
ATP6V0A1	Q93050	uniprot	Control 10h_3	0.46123284
EPS8L2	Q9H6S3	uniprot	Control 10h_3	5.5558337920000005
ARPC5L	Q9BPX5	uniprot	Control 10h_3	4.590633481
BAG2	O95816	uniprot	Control 10h_3	24.96673018
C6orf108; DNPH1	O43598	uniprot	Control 10h_3	29.34569493
UBA6	A0AVT1	uniprot	Control 10h_3	11.86467156
VRK2	Q86Y07	uniprot	Control 10h_3	8.745662798
USP39	Q53GS9	uniprot	Control 10h_3	5.963731281
MRPL14	Q6P1L8	uniprot	Control 10h_3	13.64156859
SCYL1	Q96KG9	uniprot	Control 10h_3	4.98554234
PPP1R13L	Q8WUF5	uniprot	Control 10h_3	7.120893628999999
PLAA	Q9Y263	uniprot	Control 10h_3	0.0
RPS28	P62857	uniprot	Control 10h_3	14.94698185
NOL7	Q9UMY1	uniprot	Control 10h_3	9.711491879
HINT2	Q9BX68	uniprot	Control 10h_3	9.258974298
CPNE3	O75131	uniprot	Control 10h_3	3.610290659
RPS17; RPS17L	P08708	uniprot	Control 10h_3	51.31565629999999
OVCA2	Q8WZ82	uniprot	Control 10h_3	7.069943453
POLR2M	Q6EEV4	uniprot	Control 10h_3	3.6871174989999997
PIGT	Q969N2	uniprot	Control 10h_3	1.92005812
PRKCA	P17252	uniprot	Control 10h_3	0.0
PSMC3	P17980	uniprot	Control 10h_3	21.51050067
MYLK	Q15746	uniprot	Control 10h_3	0.8267986959999999
DYNLL1	P63167	uniprot	Control 10h_3	0.0
ECI2	O75521	uniprot	Control 10h_3	4.332477583999999
MTA2	O94776	uniprot	Control 10h_3	29.79514069
MRPL12	P52815	uniprot	Control 10h_3	21.14346129
STAM	Q92783	uniprot	Control 10h_3	5.508042494
OGT	O15294	uniprot	Control 10h_3	12.55911253
STUB1	Q9UNE7	uniprot	Control 10h_3	5.115092563999999
CHD4	Q14839	uniprot	Control 10h_3	0.0
IMPA1	P29218	uniprot	Control 10h_3	2.10288513
TELO2	Q9Y4R8	uniprot	Control 10h_3	4.024954962
OSGEP	Q9NPF4	uniprot	Control 10h_3	1.082332729
CHMP5	Q9NZZ3	uniprot	Control 10h_3	6.336628674
NUP98	P52948	uniprot	Control 10h_3	6.431909761
TOR1AIP1	Q5JTV8	uniprot	Control 10h_3	1.628782405
ARL6IP1	Q15041	uniprot	Control 10h_3	2.416287555
RBM26	Q5T8P6	uniprot	Control 10h_3	12.32234075
EXOSC9	Q06265	uniprot	Control 10h_3	2.021743718
GLA	P06280	uniprot	Control 10h_3	5.5129898829999995
EXOSC8	Q96B26	uniprot	Control 10h_3	0.0
AKR1A1	P14550	uniprot	Control 10h_3	0.0
ADSS	P30520	uniprot	Control 10h_3	34.15189736
DCPS	Q96C86	uniprot	Control 10h_3	6.772789293
UTP14A	Q9BVJ6	uniprot	Control 10h_3	16.61335344
FAF1	Q9UNN5	uniprot	Control 10h_3	0.0
NUP214	P35658	uniprot	Control 10h_3	5.786732692
HSPH1	Q92598	uniprot	Control 10h_3	57.25688643
SDHB	P21912	uniprot	Control 10h_3	4.524962007
GK	P32189	uniprot	Control 10h_3	1.166227825
OSBP	P22059	uniprot	Control 10h_3	6.828286628
STMN1	P16949	uniprot	Control 10h_3	9.217281261
RPE	Q96AT9	uniprot	Control 10h_3	4.227899553
KIF4A	O95239	uniprot	Control 10h_3	97.43553529
SNRNP200	O75643	uniprot	Control 10h_3	40.64900696
PAFAH1B3	Q15102	uniprot	Control 10h_3	0.0
SNX12	Q9UMY4	uniprot	Control 10h_3	23.57492272
RAC1	P63000	uniprot	Control 10h_3	0.0
SZRD1	Q7Z422	uniprot	Control 10h_3	7.897360035
ANO10	Q9NW15	uniprot	Control 10h_3	3.18152176
OXA1L	Q15070	uniprot	Control 10h_3	6.705364727
DNAJC9	Q8WXX5	uniprot	Control 10h_3	10.47221315
POLR2H	P52434	uniprot	Control 10h_3	6.583926223
ATP13A1	Q9HD20	uniprot	Control 10h_3	3.849467887
HSD17B12	Q53GQ0	uniprot	Control 10h_3	1.250382154
CDKN2A	P42771	uniprot	Control 10h_3	0.0
IFI35	P80217	uniprot	Control 10h_3	0.0
SUGT1	Q9Y2Z0	uniprot	Control 10h_3	28.97152711
ILF2	Q12905	uniprot	Control 10h_3	0.0
TUBAL3	A6NHL2	uniprot	Control 10h_3	12.87162986
TIMM10	P62072	uniprot	Control 10h_3	18.78052236
CSDA; YBX3	P16989	uniprot	Control 10h_3	2.156760288
ENY2	Q9NPA8	uniprot	Control 10h_3	4.58800301
NUSAP1	Q9BXS6	uniprot	Control 10h_3	0.043280633
SRSF1	Q07955	uniprot	Control 10h_3	111.7067482
PSMG3	Q9BT73	uniprot	Control 10h_3	6.991447966
RBM12B	Q8IXT5	uniprot	Control 10h_3	0.0
MFF	Q9GZY8	uniprot	Control 10h_3	0.0
UCHL5	Q9Y5K5	uniprot	Control 10h_3	3.228966464
INF2	Q27J81	uniprot	Control 10h_3	1.5580106009999999
USP9X	Q93008	uniprot	Control 10h_3	4.111634962
HGS	O14964	uniprot	Control 10h_3	3.9195017410000004
AGPS	O00116	uniprot	Control 10h_3	40.78603766
RNF20	Q5VTR2	uniprot	Control 10h_3	25.0059527
MRPS31	Q92665	uniprot	Control 10h_3	1.088457437
PTRH2	Q9Y3E5	uniprot	Control 10h_3	12.85008671
CXorf56	Q9H5V9	uniprot	Control 10h_3	1.225718175
USO1	O60763	uniprot	Control 10h_3	3.553699876
GLRX5	Q86SX6	uniprot	Control 10h_3	6.296692385
MYBBP1A	Q9BQG0	uniprot	Control 10h_3	5.976441503999999
PPM1G	O15355	uniprot	Control 10h_3	19.06080749
HSPB1	P04792	uniprot	Control 10h_3	15.37674235
RAP1GDS1	P52306	uniprot	Control 10h_3	12.22109313
ANP32B	Q92688	uniprot	Control 10h_3	0.0
RAB9A	P51151	uniprot	Control 10h_3	4.391676782
LRRFIP1	Q32MZ4	uniprot	Control 10h_3	29.25163232
VDAC2	P45880	uniprot	Control 10h_3	41.535045200000006
DBT	P11182	uniprot	Control 10h_3	14.75549705
CLTA	P09496	uniprot	Control 10h_3	6.412329382999999
CD97; ADGRE5	P48960	uniprot	Control 10h_3	2.305941636
DIS3	Q9Y2L1	uniprot	Control 10h_3	4.69931471
PPP1CC	P36873	uniprot	Control 10h_3	5.051337156000001
NOC2L	Q9Y3T9	uniprot	Control 10h_3	15.14956406
MFN2	O95140	uniprot	Control 10h_3	5.694479942
KYNU	Q16719	uniprot	Control 10h_3	0.0
TIMM50	Q3ZCQ8	uniprot	Control 10h_3	0.0
